"","age","ed","union","employ","income","debtinc","creddebt","lncreddebt","othdebt","lnothdebt","default","jobsat","marital","spoused","spousedcat","reside","pets","pets_cats","pets_dogs","pets_birds","pets_reptiles","pets_small","pets_saltfish","pets_freshfish","homeown","cars","carown","carbuy","commute","commutetime","commutecar","commutemotorcycle","commutecarpool","commutebus","commuterail","commutepublic","commutebike","commutewalk","commutenonmotor","telecommute","reason","polview","polparty","polcontrib","vote","card","cardtype","cardbenefit","cardfee","cardtenure","card2fee","card2tenure","carditems","card2items","card2spent","active","tenure","churn","longmon","lnlongmon","longten","tollfree","tollmon","lntollmon","tollten","lntollten","equip","equipmon","equipten","callcard","cardmon","lncardmon","cardten","lncardten","wireless","wiremon","lnwiremon","wireten","lnwireten","multline","voice","pager","callid","callwait","forward","confer","ebill","owntv","hourstv","ownvcr","owndvd","owncd","ownpda","ownpc","ownipod","owngame","ownfax","news","response_01","response_02","response_03","townsize","gender","birthmonth","jobcat","retire","hometype","addresscat","cartype","carvalue","carbought","card2","card2type","card2benefit","bfast","internet","Customer_cat"
"4549",49,11,0,15,70,15.2,6.77,1.91,3.87,1.35,0,4,1,12,2,5,0,0,0,0,0,0,0,0,1,3,1,1,1,26,1,1,1,0,0,0,0,0,0,0,9,6,0,0,1,3,3,1,0,15,0,9,7,2,60.01,1,32,0,10.25,2.33,299.3,1,21.25,3.06,707.3,6.56,0,0,0,1,18.25,2.9,525,6.26,1,21.55,3.07,685.05,6.53,0,1,1,1,1,1,1,0,1,16,1,1,1,1,1,0,0,0,1,1,0,0,"1","1","December","1","0","1","4","0","31.6","0","4","2","1","1","0","medium_spend_cust"
"4555",61,20,1,4,49,14.2,2.59,0.95,4.37,1.47,0,3,1,14,2,3,7,0,0,0,0,0,0,7,0,3,1,1,1,25,1,0,0,0,0,1,0,1,0,0,1,4,0,0,1,2,3,2,0,27,0,22,5,4,91.31,0,62,0,27.85,3.33,1849.4,1,28.25,3.34,1731.05,7.46,0,0,0,1,18,2.89,1015,6.92,0,0,2.93,0,7.04,1,1,0,1,1,1,1,1,1,18,1,1,1,0,1,1,1,0,0,0,0,0,"4","1","June","2","0","1","4","1","25","0","3","2","2","3","0","low_spend_cust"
"4566",25,14,0,1,25,20.1,3.35,1.21,1.67,0.51,1,1,0,-1,-1,1,3,0,2,0,1,0,0,0,1,1,1,0,8,26,0,0,1,1,0,0,0,1,0,0,9,2,0,0,0,3,3,3,0,3,1,2,6,3,77.88,1,7,0,4.1,1.41,35.6,1,15.75,2.76,114.8,4.74,0,0,0,1,23,3.14,140,4.94,1,20.85,3.04,119,4.78,0,0,0,1,1,1,1,0,1,23,1,1,1,0,1,0,1,0,0,0,0,0,"5","0","July","1","0","1","1","0","12","1","2","1","3","1","3","low_spend_cust"
"4567",40,20,1,10,65,1.8,0.37,-0.99,0.8,-0.23,0,5,1,19,4,2,0,0,0,0,0,0,0,0,1,2,1,0,1,21,1,0,0,0,0,0,0,0,0,0,9,1,1,1,1,4,2,3,0,11,0,9,10,2,46.74,1,40,1,14.95,2.7,550.55,0,0,2.35,0,5.96,1,28.7,1085.35,0,0,2.11,0,5.56,0,0,2.7,0,6.34,1,0,0,0,0,0,0,1,1,26,1,1,1,0,1,1,1,0,1,0,0,1,"2","0","May","5","0","4","4","1","20","0","3","1","2","1","4","medium_spend_cust"
"4583",77,15,0,27,108,9.1,4.84,1.58,4.99,1.61,0,5,1,18,4,2,7,0,1,0,0,0,0,6,1,2,1,0,1,37,1,0,1,1,0,0,1,1,0,0,9,2,1,1,0,4,2,1,0,39,0,30,9,6,188.66,1,72,0,54.55,4,3844.35,0,0,2.6,0,6.97,0,0,0,1,22,3.09,1550,7.35,0,0,2.93,0,7.32,1,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,0,0,1,0,0,0,"3","1","March","1","0","1","5","0","51.7","1","1","1","2","2","0","medium_spend_cust"
"4584",49,12,0,18,50,34.3,4.27,1.45,12.88,2.56,0,5,0,-1,-1,1,13,2,1,0,0,0,0,10,0,1,1,0,1,28,1,0,0,0,0,0,0,0,0,0,9,6,0,1,1,2,4,4,1,17,0,12,8,3,53.24,0,39,0,4.9,1.59,214.15,0,0,2.48,0,6.34,0,0,0,1,26.75,3.29,1055,6.96,0,0,2.64,0,6.55,0,0,0,0,0,0,0,0,1,16,1,1,1,0,0,1,1,0,1,0,0,0,"1","0","May","6","0","2","4","0","27.7","0","4","4","2","2","0","low_spend_cust"
"4588",73,13,0,18,46,19.7,5.56,1.72,3.5,1.25,0,2,1,10,1,4,12,0,0,2,0,0,0,10,0,1,1,0,10,30,0,0,1,0,0,0,0,0,0,1,1,3,0,0,0,4,1,1,0,40,0,29,14,3,125.99,0,72,0,91.95,4.52,6562.5,0,0,2.3,0,6.5,0,0,0,1,51.5,3.94,3710,8.22,0,0,3.02,0,7.35,1,0,0,0,0,0,0,0,1,19,1,1,1,0,1,0,0,0,1,0,0,0,"1","1","August","1","0","1","5","0","20.9","1","1","1","2","2","1","medium_spend_cust"
"4590",65,11,0,29,11,5.3,0.42,-0.87,0.16,-1.82,0,5,1,11,1,4,0,0,0,0,0,0,0,0,1,1,1,1,4,24,0,0,0,1,1,0,0,0,0,0,9,4,0,0,0,3,3,2,0,36,0,20,4,4,58.68,0,63,0,9.7,2.27,637.95,0,0,2.79,0,7.07,0,0,0,1,15.5,2.74,950,6.86,0,0,3.18,0,7.28,0,0,0,0,0,0,0,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0,"1","1","July","6","1","4","3","0","5.5","0","2","2","4","2","0","low_spend_cust"
"4595",66,9,0,25,10,7.7,0.19,-1.66,0.58,-0.55,0,4,0,-1,-1,1,5,1,0,0,0,0,0,4,1,5,0,0,1,32,1,0,0,0,0,0,0,1,0,1,9,5,0,0,0,5,2,2,0,38,0,29,11,8,166.74,1,72,0,20.2,3.01,1472.65,0,0,2.72,0,7.11,0,0,0,1,47.5,3.86,3395,8.13,0,0,2.86,0,7.28,1,1,0,1,0,1,0,0,1,15,1,1,1,0,0,0,0,0,1,0,0,0,"5","1","April","6","1","1","5","1","4.2","1","3","3","3","1","0","low_spend_cust"
"4599",39,14,0,5,66,25.7,1.22,0.2,15.74,2.76,0,4,0,-1,-1,1,2,0,2,0,0,0,0,0,1,2,1,1,1,19,1,0,0,1,0,0,1,1,0,0,9,2,1,0,1,3,1,2,0,1,0,2,8,11,328.63,0,4,1,2.6,0.96,10.45,0,0,2.14,0,3.55,0,0,0,1,5.75,1.75,15,2.71,0,0,2.68,0,4.02,0,1,1,1,1,1,0,0,1,20,1,0,1,0,1,0,1,1,0,0,0,0,"2","0","September","2","0","1","3","0","24.4","0","2","4","1","1","1","medium_spend_cust"
"4603",20,10,0,2,24,2.4,0.34,-1.09,0.24,-1.43,0,4,1,13,2,4,6,3,1,0,0,2,0,0,1,2,0,0,1,30,1,0,1,1,1,1,0,1,0,0,1,5,0,1,1,2,3,1,1,2,0,2,8,6,135.71,1,17,1,7.5,2.01,123.05,0,0,2.35,0,5.73,0,0,0,0,0,1.75,0,5.16,0,0,2.82,0,6.06,0,0,0,0,0,0,0,0,1,14,1,1,1,0,1,1,0,0,0,0,0,0,"5","1","December","1","0","3","1","1","15.1","0","5","1","4","3","1","low_spend_cust"
"4605",46,13,0,8,30,10,1.44,0.37,1.56,0.44,0,3,1,12,2,4,8,1,0,0,0,0,0,7,0,3,1,0,1,26,1,0,0,0,0,0,0,0,0,0,9,2,0,1,1,3,2,3,0,17,0,16,10,6,139.64,1,37,0,8.4,2.13,285.25,0,0,2.56,0,5.97,0,0,0,0,0,2.05,0,5.37,0,0,2.68,0,6.06,1,0,0,0,0,0,0,0,1,21,1,1,1,0,0,0,1,0,1,0,1,0,"1","0","March","1","0","1","4","0","15.2","1","2","1","1","2","0","medium_spend_cust"
"4614",56,17,0,12,93,2.2,0.72,-0.33,1.32,0.28,0,4,1,16,3,2,0,0,0,0,0,0,0,0,1,2,1,0,1,29,1,0,0,1,0,0,0,0,0,0,9,4,0,0,1,1,3,3,0,32,0,21,13,3,176.81,0,60,0,13.65,2.61,866.35,0,0,2.71,0,6.88,1,23.15,1375.25,1,17.75,2.88,1060,6.97,0,0,2.94,0,6.98,0,0,0,0,0,0,0,0,1,19,1,1,1,0,0,0,0,0,1,0,0,0,"3","1","December","1","0","4","5","0","54.2","1","2","1","3","3","0","medium_spend_cust"
"4618",68,16,0,17,121,8.8,1.29,0.25,9.36,2.24,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,21,1,0,0,0,1,0,0,0,0,0,9,6,0,0,0,3,3,2,0,32,1,17,12,1,23.97,1,60,0,14.35,2.66,900.2,0,0,2.44,0,6.53,0,0,0,1,12,2.48,645,6.47,0,0,2.94,0,6.83,1,0,1,0,1,1,0,1,1,16,1,1,1,0,1,0,1,0,1,0,1,1,"1","1","November","1","0","4","4","1","66.9","0","2","4","4","1","1","low_spend_cust"
"4627",79,19,0,39,15,9.9,0.48,-0.73,1,0,0,5,1,18,4,2,11,1,0,0,0,0,0,10,1,4,0,0,1,31,1,0,0,0,0,0,0,0,0,1,1,4,0,1,0,1,3,3,0,38,0,29,14,5,151.43,0,71,0,24.5,3.2,1707.75,0,0,2.79,0,7.15,1,36.4,2471.6,1,24.75,3.21,1660,7.41,0,0,3.16,0,7.35,1,1,0,0,0,1,0,1,1,16,1,1,1,0,1,1,1,0,1,0,0,0,"2","0","April","6","1","4","5","0","9.5","1","3","1","3","2","3","medium_spend_cust"
"4628",78,16,0,11,16,4.4,0.27,-1.3,0.43,-0.84,0,3,1,13,2,2,1,0,1,0,0,0,0,0,0,4,1,0,1,23,1,0,0,0,0,0,0,1,0,0,9,3,0,0,0,3,2,1,0,32,0,28,5,1,16.19,0,69,0,21.65,3.08,1548.55,0,0,2.3,0,6.54,0,0,0,1,19.25,2.96,1260,7.14,0,0,2.88,0,7.11,1,0,0,0,0,0,0,0,1,20,1,1,1,0,0,0,0,0,1,0,0,0,"3","0","March","2","0","2","5","1","9.1","0","5","2","4","3","0","low_spend_cust"
"4629",29,14,0,0,24,9.2,0.72,-0.32,1.48,0.39,1,1,1,14,2,4,3,0,0,0,0,0,0,3,1,2,1,1,1,36,1,0,0,0,0,0,0,0,0,0,9,3,1,0,0,4,3,4,1,11,1,7,8,4,110.06,1,35,0,8.4,2.13,276.7,1,21.75,3.08,760.2,6.63,0,0,0,1,6.5,1.87,215,5.37,0,0,2.54,0,5.94,0,0,0,1,1,1,1,0,1,22,1,1,1,0,0,0,0,0,0,0,0,1,"3","1","August","2","0","1","2","1","12.2","0","1","1","3","3","0","low_spend_cust"
"4630",25,17,0,1,44,14.5,2.12,0.75,4.26,1.45,1,2,1,18,4,2,8,0,1,0,0,0,0,7,1,0,-1,0,8,24,0,0,0,0,0,0,0,1,0,0,9,4,0,1,0,2,1,1,0,3,1,3,15,7,128.21,0,6,0,2.6,0.96,16.9,1,19.5,2.97,103.35,4.64,0,0,0,1,12.5,2.53,65,4.17,0,0,2.72,0,4.28,0,1,0,1,1,1,1,0,1,19,1,1,1,1,0,0,1,0,0,0,0,0,"2","1","August","1","0","3","2","-1","-1","-1","3","1","4","3","0","medium_spend_cust"
"4631",31,18,0,2,25,4.6,0.21,-1.58,0.94,-0.06,1,4,0,-1,-1,2,6,0,0,0,0,0,0,6,0,2,1,0,1,16,1,0,1,0,0,0,0,0,0,0,9,5,0,0,1,4,4,3,0,10,0,11,8,5,172.3,1,21,1,6.65,1.89,129.15,1,22,3.09,498.4,6.21,1,56.75,1150.2,1,26.25,3.27,460,6.13,1,57.1,4.04,1166.45,7.06,1,1,1,1,1,1,1,1,1,20,0,1,1,1,1,1,1,1,0,0,0,0,"2","0","July","1","0","3","3","1","12.3","1","2","2","4","1","4","medium_spend_cust"
"4648",77,9,0,29,23,15.4,0.47,-0.75,3.07,1.12,0,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,0,0,1,23,1,0,0,0,0,0,0,0,0,0,9,6,1,1,1,1,4,1,1,40,0,29,11,6,233.72,0,72,0,32.6,3.48,2396.5,0,0,2.53,0,6.69,0,0,0,1,48.75,3.89,3370,8.12,0,0,2.72,0,6.92,1,0,0,0,0,0,0,0,1,18,1,1,1,0,1,0,0,0,1,0,0,0,"1","0","November","6","1","4","5","1","13.5","1","3","1","4","2","0","medium_spend_cust"
"4651",32,15,0,7,40,30,1.15,0.14,10.85,2.38,1,3,1,14,2,5,3,0,1,0,2,0,0,0,1,1,1,0,8,33,0,0,0,1,0,0,1,1,0,0,9,4,0,0,0,1,4,4,0,7,1,6,11,4,385.19,1,15,0,6.5,1.87,103.75,1,15.75,2.76,264.6,5.58,0,0,0,1,7.25,1.98,80,4.38,0,0,2.72,0,5.48,0,0,0,1,1,1,1,1,1,21,1,1,1,0,1,1,1,0,0,0,1,0,"3","0","February","3","0","1","2","1","20.5","0","4","1","4","3","0","medium_spend_cust"
"4660",32,13,0,8,34,2,0.18,-1.71,0.5,-0.69,0,2,0,-1,-1,1,1,0,1,0,0,0,0,0,0,3,1,1,1,28,1,0,1,0,0,0,0,0,0,0,9,5,0,1,0,4,2,4,1,13,0,8,7,2,35.6,0,29,0,5.7,1.74,143.2,0,0,2.51,0,5.46,0,0,0,0,0,1.56,0,4.5,0,0,2.72,0,5.76,0,0,0,1,0,0,1,0,1,15,1,0,1,0,1,1,0,0,0,0,0,0,"4","0","January","5","0","2","2","0","21.3","0","2","1","1","3","2","low_spend_cust"
"4662",24,19,1,0,26,6.9,0.5,-0.7,1.3,0.26,1,1,0,-1,-1,2,1,0,1,0,0,0,0,0,0,4,1,1,1,26,1,0,0,0,1,0,0,0,1,0,9,1,1,1,1,2,3,4,0,6,1,6,12,2,39.53,1,37,1,13,2.56,491.7,0,0,2.69,0,6.2,1,22.5,805.45,1,23,3.14,820,6.71,0,0,2.64,0,6.36,1,0,0,0,0,0,0,1,1,10,1,1,1,0,1,1,1,0,0,0,0,0,"3","0","May","5","0","2","2","0","13.6","0","4","2","4","1","2","medium_spend_cust"
"4663",46,17,0,5,97,5.3,1.7,0.53,3.44,1.24,0,5,0,-1,-1,1,7,1,0,0,0,0,0,6,1,2,1,0,1,22,1,1,0,1,1,0,0,0,0,0,9,4,0,0,0,4,2,3,0,16,0,11,9,3,65.94,1,45,0,13.5,2.6,641.6,0,0,2.48,0,6.38,0,0,0,1,15.75,2.76,730,6.59,0,0,2.7,0,6.61,1,1,0,0,0,0,0,0,1,20,1,1,1,0,1,1,0,0,0,0,0,0,"3","0","May","1","0","3","3","1","44.3","0","1","4","3","3","3","medium_spend_cust"
"4671",21,16,0,0,23,3.8,0.12,-2.14,0.76,-0.28,1,1,1,15,3,4,2,2,0,0,0,0,0,0,0,2,1,0,1,29,1,0,0,0,0,0,0,1,0,0,9,6,1,0,1,3,2,4,0,2,0,2,9,4,114.73,1,5,1,4.6,1.53,19.15,1,17,2.83,73.85,4.3,0,0,0,1,16.75,2.82,80,4.38,0,0,2.68,0,4.08,0,1,0,0,0,0,1,0,1,14,1,1,1,0,1,0,0,0,0,0,0,0,"3","1","August","2","0","2","1","0","15.6","0","2","2","1","3","1","medium_spend_cust"
"4674",20,15,0,0,23,7.1,0.8,-0.23,0.84,-0.18,1,2,0,-1,-1,1,5,1,0,0,0,4,0,0,0,2,1,0,8,28,1,0,0,0,0,0,0,1,0,0,1,4,0,0,1,3,4,1,0,2,0,2,5,4,115.84,0,3,0,1.85,0.62,5.45,0,0,2.48,0,2.17,1,29.3,72.15,0,0,2.08,0,1.61,0,0,2.54,0,2.7,0,1,1,1,0,0,0,0,1,25,1,1,1,0,1,1,1,0,0,0,0,0,"2","1","June","2","0","2","1","0","9.9","1","4","1","2","3","1","low_spend_cust"
"4688",59,13,0,15,39,6.4,1.16,0.15,1.34,0.29,0,5,1,15,3,3,3,0,1,2,0,0,0,0,1,2,1,1,1,28,1,0,0,1,0,1,0,0,1,0,2,3,0,0,0,3,4,3,1,39,0,30,16,3,72.4,0,72,0,48.15,3.87,3418,0,0,2.55,0,6.86,0,0,0,1,27.25,3.31,1930,7.57,0,0,2.98,0,7.15,1,0,0,0,1,1,1,0,1,21,1,1,1,0,0,1,0,1,1,0,1,0,"5","0","June","1","0","1","5","1","17.9","0","4","4","1","2","0","medium_spend_cust"
"4690",35,18,0,4,41,14.2,0.68,-0.39,5.15,1.64,0,1,0,-1,-1,1,1,1,0,0,0,0,0,0,1,0,-1,1,5,25,0,0,0,1,1,0,0,0,0,0,9,5,0,0,0,4,2,2,0,2,0,3,7,4,125.82,1,4,0,4.2,1.44,12.95,0,0,2.14,0,4.28,1,29.9,113.95,0,0,1.95,0,4.38,0,0,2.68,0,4.84,0,0,0,0,0,0,0,1,1,18,1,0,1,0,1,1,0,0,0,0,1,1,"2","1","July","1","0","1","2","-1","-1","-1","2","1","2","1","2","medium_spend_cust"
"4693",34,13,0,9,45,18.3,1.89,0.64,6.34,1.85,0,3,1,10,1,3,15,3,1,0,5,0,0,6,1,1,0,1,4,25,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,2,2,1,0,5,0,3,11,6,176.61,1,29,0,4.15,1.42,146.2,0,0,2.69,0,6.36,0,0,0,0,0,2.42,0,5.97,0,0,2.72,0,6.34,0,0,0,0,0,1,0,0,1,20,1,1,1,0,1,1,0,0,0,0,0,0,"4","1","June","4","0","1","2","1","17.7","0","5","1","2","1","3","medium_spend_cust"
"4695",66,8,0,34,24,2.4,0.46,-0.77,0.11,-2.19,0,1,0,-1,-1,1,2,0,2,0,0,0,0,0,1,2,1,0,1,34,1,0,0,1,0,0,0,1,0,0,1,3,0,0,1,2,4,1,0,37,0,28,13,8,153.67,1,72,0,36.05,3.58,2555.4,1,78.25,4.36,5562.2,8.62,0,0,0,1,22.25,3.1,1575,7.36,0,0,3.02,0,7.23,0,0,1,1,1,1,1,0,1,26,1,1,1,0,0,1,0,0,1,1,0,0,"3","1","August","6","1","1","4","1","13","0","5","4","1","3","0","medium_spend_cust"
"4699",47,20,0,14,48,13.7,1.09,0.08,5.49,1.7,0,4,0,-1,-1,1,8,3,5,0,0,0,0,0,0,3,1,1,1,23,1,0,1,0,1,0,0,0,0,0,9,2,1,0,1,4,4,4,0,19,0,13,4,3,46.08,0,52,0,14.7,2.69,730.25,0,0,2.46,0,6.95,0,0,0,0,0,1.56,0,5.95,0,0,2.64,0,7.22,1,0,0,0,0,0,0,0,1,14,1,1,1,0,0,0,0,0,0,0,0,0,"2","1","February","3","0","3","4","1","27.1","1","1","4","4","3","0","low_spend_cust"
"4702",18,13,0,0,18,14.7,0.59,-0.52,2.05,0.72,1,1,1,14,2,4,8,2,0,1,0,0,0,5,1,2,1,1,5,34,0,0,0,0,1,0,0,0,1,0,1,5,0,0,1,4,2,4,0,0,0,0,7,5,96.23,0,7,0,6.8,1.92,58.35,0,0,2.44,0,4.52,0,0,0,0,0,1.98,0,3.69,0,0,2.68,0,4.61,0,0,0,0,0,1,0,0,1,23,0,0,0,0,0,1,1,0,0,0,0,0,"5","1","November","3","0","1","1","0","10.6","0","2","4","2","1","0","low_spend_cust"
"4705",36,15,0,2,32,15.9,1.09,0.09,3.99,1.38,1,2,0,-1,-1,1,0,0,0,0,0,0,0,0,1,3,1,1,1,36,1,0,0,0,0,0,0,0,0,0,9,6,0,0,1,2,3,2,0,10,0,11,10,7,226.57,1,21,0,8.7,2.16,197.85,0,0,2.35,0,5.86,0,0,0,0,0,1.45,0,5.04,0,0,2.54,0,6.02,0,0,0,0,0,0,0,1,1,25,1,1,1,0,1,1,0,0,0,0,0,0,"4","1","January","2","0","1","3","0","16.3","0","4","1","3","1","3","medium_spend_cust"
"4711",55,11,1,13,133,16,7,1.95,14.28,2.66,0,4,1,11,1,2,0,0,0,0,0,0,0,0,1,1,1,1,5,27,0,0,1,0,1,0,0,0,0,0,9,2,1,0,0,3,3,4,0,22,0,11,11,7,320.21,1,47,0,8,2.08,397.7,0,0,2.55,0,6.39,0,0,0,1,7.75,2.05,370,5.91,0,0,2.72,0,6.65,0,0,0,0,0,0,0,0,1,26,1,1,1,0,0,0,0,0,1,0,0,0,"1","1","November","1","0","1","3","1","59.2","0","2","1","2","2","0","medium_spend_cust"
"4713",64,9,0,33,184,6.2,0.92,-0.08,10.48,2.35,0,4,0,-1,-1,1,6,0,0,0,0,0,0,6,1,1,1,0,4,32,0,0,0,1,0,0,0,1,0,0,9,3,0,0,0,3,4,3,0,27,0,20,9,8,236.28,0,56,0,10.55,2.36,569.55,1,28.5,3.35,1616.3,7.39,0,0,0,1,8,2.08,430,6.06,0,0,2.69,0,6.69,1,0,0,0,1,1,1,0,1,29,1,1,1,0,0,1,1,0,0,0,0,0,"4","1","May","3","0","1","5","1","90.5","1","2","2","4","3","0","medium_spend_cust"
"4714",47,16,0,5,185,8.9,2.72,1,13.75,2.62,0,1,1,13,2,2,6,0,2,0,0,2,0,2,1,1,1,1,4,23,0,0,0,1,0,0,0,1,0,1,1,3,0,0,1,3,2,4,0,4,1,8,13,3,79.21,0,31,1,6.65,1.89,188.9,1,29.5,3.38,850.5,6.75,0,0,0,1,29.25,3.38,950,6.86,1,52.65,3.96,1535.9,7.34,0,1,1,1,1,1,1,0,1,22,1,1,1,1,1,1,0,0,1,0,1,0,"3","0","October","2","0","1","4","0","85.4","1","1","1","1","1","0","medium_spend_cust"
"4719",29,12,0,2,21,3,0.16,-1.84,0.47,-0.75,0,3,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,0,1,28,1,0,0,1,1,0,0,1,0,0,9,4,0,0,1,2,2,3,1,3,0,4,11,3,126.16,1,10,0,4.1,1.41,46.25,0,0,2.4,0,4.35,0,0,0,1,23.25,3.15,200,5.3,0,0,2.82,0,4.85,0,0,0,1,1,1,1,0,1,19,0,0,1,0,0,0,0,0,0,0,0,0,"4","1","May","2","0","1","2","0","11.5","1","5","1","4","1","0","medium_spend_cust"
"4722",63,14,0,26,153,9,3.83,1.34,9.94,2.3,0,5,1,16,3,2,1,1,0,0,0,0,0,0,1,1,1,0,5,19,0,0,0,1,1,0,0,0,0,0,9,4,0,1,1,1,1,1,0,15,0,10,14,6,429.08,0,34,1,6.85,1.92,245,1,58.75,4.07,1977.9,7.59,0,0,0,1,25.5,3.24,870,6.77,1,47.75,3.87,1526.3,7.33,1,1,1,1,1,1,1,1,1,16,1,1,1,0,0,1,0,1,1,1,0,0,"1","0","December","3","0","1","4","1","52.5","1","3","4","2","2","0","medium_spend_cust"
"4726",78,19,0,34,23,8.5,0.79,-0.23,1.16,0.15,0,4,0,-1,-1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,24,0,0,0,1,0,0,0,0,0,0,9,3,1,1,0,2,3,1,1,39,0,29,12,1,15.29,0,70,0,37.8,3.63,2659.05,0,0,2.33,0,6.52,1,32.4,2313.65,1,28.25,3.34,1905,7.55,0,0,3.02,0,7.27,1,0,0,0,0,0,0,1,1,25,1,1,1,0,1,1,1,0,1,0,0,0,"1","1","April","3","1","2","4","1","11.4","1","3","4","3","1","4","low_spend_cust"
"4732",58,11,0,16,41,6.9,0.2,-1.62,2.63,0.97,0,5,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,0,0,4,24,0,0,1,1,1,0,0,1,0,0,2,4,0,1,0,2,2,1,0,38,0,29,10,7,319.96,1,71,0,35.9,3.58,2464.1,1,48,3.87,3440.95,8.14,0,0,0,1,14,2.64,935,6.84,0,0,3.03,0,7.15,1,0,0,1,1,1,1,0,1,20,1,1,1,0,1,1,0,0,1,0,0,0,"4","1","May","1","0","3","4","0","21.1","0","3","4","3","1","0","medium_spend_cust"
"4743",51,17,0,19,138,6.4,1.43,0.36,7.4,2,0,3,1,13,2,2,7,0,0,0,0,0,0,7,1,4,1,0,1,23,1,0,1,1,1,0,0,1,0,0,1,4,0,0,0,4,3,4,0,27,0,19,14,6,262.06,0,51,0,10.95,2.39,594.6,0,0,2.35,0,6.3,0,0,0,1,21.5,3.07,1080,6.98,0,0,2.83,0,6.69,1,1,0,1,1,0,0,1,1,20,1,1,1,1,1,0,1,0,1,0,0,0,"2","0","January","6","0","1","4","1","81.7","1","1","4","3","2","1","medium_spend_cust"
"4744",52,18,0,17,104,4.3,1.18,0.16,3.3,1.19,0,4,1,19,4,2,8,0,0,0,2,0,0,6,1,1,1,0,4,15,0,0,0,1,0,0,0,0,0,0,9,4,0,0,0,1,2,4,0,29,1,24,17,8,289.21,1,53,0,9.8,2.28,529.7,1,35.25,3.56,1864.55,7.53,0,0,0,1,11.75,2.46,615,6.42,1,46.3,3.84,2312.3,7.75,1,1,1,1,1,1,1,0,1,22,1,1,1,1,0,0,0,0,1,0,0,0,"1","1","June","3","0","1","5","1","55.5","0","4","2","4","1","0","medium_spend_cust"
"4748",34,19,0,6,40,3.2,0.39,-0.93,0.89,-0.12,0,1,0,-1,-1,1,0,0,0,0,0,0,0,0,1,2,1,1,1,34,1,0,1,0,1,0,1,0,0,0,9,4,0,0,0,3,3,4,0,16,0,15,11,4,64.32,1,51,0,18.4,2.91,934.8,0,0,2.79,0,6.75,1,28.8,1416.1,1,13.5,2.6,675,6.51,0,0,2.94,0,6.75,1,0,0,0,0,1,0,1,1,22,1,1,1,0,0,1,1,0,1,1,1,0,"4","1","June","3","0","4","3","0","21.2","0","2","4","4","1","0","medium_spend_cust"
"4750",23,11,0,2,42,9.5,1.36,0.3,2.63,0.97,1,2,1,13,2,3,0,0,0,0,0,0,0,0,0,5,1,1,1,20,1,0,0,1,0,0,0,1,0,0,9,2,1,0,0,4,1,1,0,5,0,5,11,4,103.31,0,26,1,8.15,2.1,216.6,1,27.25,3.31,737.95,6.6,0,0,0,0,0,1.66,0,4.94,0,0,2.54,0,5.85,0,0,0,1,1,0,1,0,1,32,1,1,1,0,0,0,1,0,0,0,0,0,"3","0","October","2","0","2","1","0","22.6","0","2","4","2","1","0","medium_spend_cust"
"4758",35,20,0,4,30,11,0.69,-0.38,2.61,0.96,1,2,0,-1,-1,4,11,2,0,0,0,0,0,9,0,4,1,0,1,26,1,0,1,0,0,0,0,0,0,0,9,3,0,0,1,4,4,4,1,9,0,7,6,4,68.56,1,25,0,6.05,1.8,174.7,0,0,2.14,0,5.37,1,28.7,632.25,0,0,1.66,0,4.83,0,0,2.72,0,5.99,1,0,0,1,0,0,0,0,1,20,1,1,1,0,1,1,1,0,0,0,0,0,"4","0","December","1","0","1","2","1","12.5","0","1","1","1","3","0","low_spend_cust"
"4759",63,10,0,2,19,14.3,1.4,0.34,1.32,0.28,0,1,1,11,1,4,3,0,3,0,0,0,0,0,0,1,1,0,5,24,0,0,0,0,1,0,0,0,0,0,9,2,1,0,1,5,3,4,0,33,0,19,11,3,112.27,1,64,0,23.4,3.15,1403,1,29,3.37,1878.85,7.54,0,0,0,1,13.25,2.58,860,6.76,1,30.4,3.41,1902.8,7.55,1,0,0,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,0,0,0,"2","1","June","2","1","2","5","1","10.9","1","2","4","2","2","2","medium_spend_cust"
"4765",24,19,0,0,30,14.6,3.28,1.19,1.1,0.1,1,2,1,16,3,3,0,0,0,0,0,0,0,0,1,3,1,1,1,22,1,0,0,0,0,0,1,0,0,0,4,3,0,0,1,4,3,2,1,6,0,6,13,5,115.05,1,17,0,4.4,1.48,62.75,0,0,2.44,0,5.75,1,34.5,487.7,0,0,1.75,0,5.16,0,0,2.82,0,6.13,0,0,0,0,0,0,0,1,1,22,1,1,1,0,1,1,1,0,0,0,0,0,"2","1","January","1","0","4","1","1","16.7","0","2","2","3","3","4","medium_spend_cust"
